,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
0,-12.98968108708151,-3.8779361158514756,-2.3321531422964847,-5.831230309374379,1.4000310482451532,8.829989769817015,4.982148736326613,-4.593556646359464
1,-7.516390605172545,-1.7246033397654115,-1.4157905099989847,-9.887198985713878,-6.955626179173492,-7.874959704204439,-0.3533130182433517,-2.9273783508102085
2,-4.222137546978786,0.8570391575400307,-3.6961727928414567,-11.03626251509243,-6.475901161124585,-8.793970759450911,1.5673067358734998,-2.4812496678872273
3,-48.43085714379405,7.760416261967454,2.585372804906581,-1.036132731478448,-7.9196679097096965,-4.861911424145823,5.589255044298259,4.712529877122702
4,3.869778850763713,0.4434984872984853,0.3924513143095962,3.7903597843459496,2.2358394164550273,-6.228472100616625,2.956487362279898,-1.8501655578743161
5,-8.834096401400682,-12.872705155918132,-9.17320528626875,-4.297969445515429,-13.379322490605738,-8.547303684650982,-10.596763902064286,1.536061995868818
6,4.183469639690736,-1.7770508197463541,5.586167519016627,2.717483382890225,-5.955478469832827,0.29440884296336806,-16.95399527929183,3.6970881353887375
7,-13.84417580231352,-11.118398423450007,-6.122150147975659,-6.9749407808867145,-5.810416864417312,-10.320683204144029,-5.403086307276066,2.928507700645921
8,-15.24207617585988,0.46892424774062846,-6.880067403613647,-10.887269288104736,-10.038191800549074,-3.923688429835928,-10.419462594088278,0.7060269154500766
9,14.122582202210793,-6.917499865613585,21.795270687574497,8.967300016584021,-3.3067082951714952,24.069333413198578,16.08303628463062,7.732694072356978
10,-11.74445661859854,-9.06701508287441,-2.965500005342449,-9.182973066975858,10.763398629914734,6.787381033369171,-5.037733523738792,-0.39300616936460536
11,7.659279230451763,-5.929299631157218,15.774456056646114,11.812905295639593,1.8437260772469488,-3.880727100041698,-3.47422034150025,4.786110778275607
12,7.659279230451763,-5.929299631157218,15.774456056646114,11.812905295639593,1.8437260772469488,-3.880727100041698,-3.47422034150025,4.786110778275607
13,6.159043886713193,-6.578685081084393,13.045111712722662,9.844166119249234,0.7510279591257593,-3.02988070606032,-3.7384620825564,4.665340346272128
14,6.159043886713193,-6.578685081084393,13.045111712722662,9.844166119249234,0.7510279591257593,-3.02988070606032,-3.7384620825564,4.665340346272128
15,18.00940034930361,6.768936406060148,11.25277773925775,-19.702498677817353,4.639813599828959,-8.110484131417312,-8.217127695379208,14.824009552730121
16,-8.644730091633786,-5.570974567273386,-0.8810813064905019,2.2453509967444805,-1.3116576688085837,8.015054137776673,-6.32564214208702,-4.779933280217407
17,13.212514754454505,2.964657923117609,18.77183659041289,12.804928997043282,20.57475739723868,-13.795014521551678,9.306596900109245,0.473713023068301
18,-1.2772179940414194,3.908123066541141,3.516129631841891,-3.34862750276309,-6.887584578663225,-7.14670302864973,3.76763604580802,-2.0606855542207683
19,-6.242264953084462,17.013920910288412,21.706101383256275,-2.80525243317155,4.1965556470365515,-8.711764293013802,16.05691154589196,-5.944262406642849
